Date,GDP_USD_Millions,Population,Vibranium_Production_Tons,Tourism_Visitors,Education_Expenditure_USD_Millions,Healthcare_Expenditure_USD_Millions,Military_Expenditure_USD_Millions,Technology_Investment_USD_Millions,Energy_Production_Megawatts,Unemployment_Rate,Poverty_Rate
2022-07-07 14:37:05.605710,76514,40981103,333,1406978,3976,4190,9805,11981,34725,0.03634336945324379,0.07750111201469466
2022-07-06 14:37:05.605710,112611,32153411,247,1727969,2426,4461,9791,14143,29211,0.014666227511941556,0.04763187657903753
2022-07-05 14:37:05.605710,96770,36923087,404,1084610,4380,6408,10005,17924,32931,0.04432232994148602,0.020671560710553042
2022-07-04 14:37:05.605710,94863,32741310,361,1310699,2204,6645,10282,19602,36852,0.019113206913594527,0.04991333598372309
2022-07-03 14:37:05.605710,96249,34960687,360,1098735,2279,4190,9741,10542,37412,0.014556375806824092,0.04720318824972024
2022-07-02 14:37:05.605710,66594,40696644,112,816503,4272,5951,9030,14799,25850,0.049350515981434154,0.05267232959051578
2022-07-01 14:37:05.605710,106608,39213001,418,1549194,3023,5049,10909,11056,38211,0.023766171189315594,0.06712670812012789
2022-06-30 14:37:05.605710,144098,49804753,172,1254730,3196,5451,10629,18563,31118,0.035651729602979076,0.02780453975359013
2022-06-29 14:37:05.605710,68394,42981889,375,1616012,4580,4797,8357,11105,25416,0.0111649292225125,0.07727077490834955
2022-06-28 14:37:05.605710,50790,43645583,180,1929532,4063,4591,11304,19555,22418,0.02660465271923687,0.053693546962243544
2022-06-27 14:37:05.605710,62238,38973952,172,1564099,2657,6818,10561,13784,35866,0.046505225181472105,0.054114881641677076
2022-06-26 14:37:05.605710,84023,36179605,378,783245,4456,3148,10499,19040,23691,0.035932490983247446,0.07183399937878993
2022-06-25 14:37:05.605710,53711,37214407,185,628505,3820,6203,10142,17283,39030,0.010049170830698078,0.05558399691651715
2022-06-24 14:37:05.605710,127823,36723021,394,1112827,4837,5260,8279,10638,37471,0.017905069344315974,0.061788453468975574
2022-06-23 14:37:05.605710,142919,38864059,277,1342842,4900,4866,9118,19044,36134,0.017390236849101997,0.03883383679297452
2022-06-22 14:37:05.605710,98068,30439911,270,1123354,4641,5243,8780,13305,27170,0.03915250814325004,0.05064648336195304
2022-06-21 14:37:05.605710,101368,38115369,129,1269511,2051,4495,10901,16979,27916,0.048677847152089344,0.06810749426895753
2022-06-20 14:37:05.605710,140178,41646746,257,1290829,3168,3153,9432,10206,31801,0.016917936430267604,0.049403506593194355
2022-06-19 14:37:05.605710,139828,30691525,416,1824798,2619,3235,10186,12320,31091,0.025624574908354715,0.02566509214789607
2022-06-18 14:37:05.605710,65548,30010451,307,1793658,2388,4309,9733,10887,23705,0.010117428490087654,0.03881018559433162
2022-06-17 14:37:05.605710,85395,30063844,338,1662585,2442,3058,9900,19660,28683,0.04785687708506455,0.054489673319527754
2022-06-16 14:37:05.605710,138275,43121867,234,1766580,4260,4218,8478,10008,38122,0.025824208555874417,0.03922010267210406
2022-06-15 14:37:05.605710,99262,40311483,412,845757,4349,3855,11725,15114,21923,0.027876924356214562,0.0786232096310872
2022-06-14 14:37:05.605710,108097,42353905,448,884349,4849,6497,10034,16211,28455,0.0459616831216193,0.06379741016906355
2022-06-13 14:37:05.605710,67312,44918581,101,1541939,2086,4327,10902,12647,34020,0.011136735602013502,0.06302660771894737
2022-06-12 14:37:05.605710,62990,48419921,370,722457,3591,4739,11894,14908,31000,0.04586780710181324,0.030745939138570544
2022-06-11 14:37:05.605710,118906,39600552,276,1406678,2997,6055,8274,18428,21802,0.015597553681495721,0.06306344356496345
2022-06-10 14:37:05.605710,149091,47885494,146,1799755,4091,5256,8879,17582,27935,0.018468746793289005,0.04823883415351049
2022-06-09 14:37:05.605710,130083,42028158,369,1059423,4022,4421,8730,13983,28774,0.028477401296973952,0.04005825722531674
2022-06-08 14:37:05.605710,63785,35945606,415,1027568,2865,6278,8094,14295,32367,0.035510776690181,0.0603289729974045
2022-06-07 14:37:05.605710,147878,36349342,405,1693498,2566,3938,8165,10769,28689,0.022158494040600978,0.07602562597749192
2022-06-06 14:37:05.605710,144904,31604569,340,933086,2152,3411,10834,14739,38508,0.044153604881261584,0.038445534016833316
2022-06-05 14:37:05.605710,78925,31975142,160,1872968,2148,4700,9835,14128,24291,0.01092333447387034,0.03698424349249112
2022-06-04 14:37:05.605710,104372,49465418,268,671086,2759,3072,9215,11198,24351,0.02407095934388443,0.04637608194811107
2022-06-03 14:37:05.605710,80773,33761012,417,852003,4331,4090,9760,10547,29677,0.02427958910130014,0.05339168313429972
2022-06-02 14:37:05.605710,115903,40513279,480,1014417,4461,4282,9244,19455,22576,0.022793485926422812,0.06891591521732769
2022-06-01 14:37:05.605710,108740,42266561,428,675904,2847,4932,8821,14866,26704,0.01667373809892638,0.024112518833504248
2022-05-31 14:37:05.605710,80052,30106159,430,1950684,2229,5101,10523,10090,28914,0.024614478195310405,0.04904562160289661
2022-05-30 14:37:05.605710,50034,43930284,249,546945,3925,3641,8906,14010,37446,0.030199358556850894,0.06962749940893163
2022-05-29 14:37:05.605710,76474,40931532,258,1248238,4988,6968,8182,14735,26054,0.013242465040736189,0.042919042171373184
2022-05-28 14:37:05.605710,143017,40132026,472,1213378,3836,6948,9946,13131,30631,0.016065008445566388,0.04964465640303156
2022-05-27 14:37:05.605710,142341,33348281,187,1535279,2211,5204,10666,16427,28565,0.033602752132324075,0.06093731356466492
2022-05-26 14:37:05.605710,143727,49963663,396,1568559,4049,5581,11481,17912,28457,0.03930065037399189,0.05988159688632595
2022-05-25 14:37:05.605710,55112,31722840,167,1534620,2399,3109,8670,17748,24515,0.020093418104098388,0.0506637785413285
2022-05-24 14:37:05.605710,100971,47442179,293,979033,4391,6787,11812,18522,23854,0.026456273484139772,0.028412277238783736
2022-05-23 14:37:05.605710,91169,38238122,276,1748628,3807,3729,10362,17243,28348,0.010302144729940604,0.04342675829606363
2022-05-22 14:37:05.605710,133164,36775359,212,1362882,4168,3497,9026,14439,28907,0.02638643133110325,0.059015197065373864
2022-05-21 14:37:05.605710,123050,40714035,271,1597727,2661,6929,10269,15447,33638,0.02641445190156117,0.06458820301759596
2022-05-20 14:37:05.605710,147915,47265952,367,1998716,4242,4159,8645,14704,31850,0.010388864696272431,0.03532149463073304
2022-05-19 14:37:05.605710,136317,47474185,235,760921,3922,4902,9309,12362,33722,0.034012405704265405,0.05792374654827463
2022-05-18 14:37:05.605710,123223,44902193,396,1551205,2709,3427,10937,11104,35309,0.03403798201870743,0.04248319151348166
2022-05-17 14:37:05.605710,71134,35213032,249,1240832,4575,3569,11109,16242,35741,0.04496364624086379,0.046594952768555166
2022-05-16 14:37:05.605710,96166,43015692,359,1276519,2235,6876,9202,17112,28494,0.02313261138273722,0.07305776441280752
2022-05-15 14:37:05.605710,93070,31921962,174,1580121,4081,6118,11015,19632,35189,0.03834603771347291,0.02717504904499457
2022-05-14 14:37:05.605710,81213,47010523,454,1007352,2765,3299,10842,13147,23323,0.03538693542841195,0.07276792940562408
2022-05-13 14:37:05.605710,59900,34904230,156,906296,3328,6592,9569,19513,26985,0.028312024774025814,0.06839220349611143
2022-05-12 14:37:05.605710,114750,32939085,251,849665,2289,4381,11018,11846,38436,0.02944825651238614,0.07578839998508853
2022-05-11 14:37:05.605710,119812,39686300,301,1570886,2807,3850,9881,17440,36872,0.015487383854516774,0.06719293114844864
2022-05-10 14:37:05.605710,67727,32197857,167,1590823,2178,3983,8839,10792,22579,0.04815575443712652,0.03405847988748523
2022-05-09 14:37:05.605710,109213,32721765,253,1704144,4923,6451,9475,16975,39591,0.039641128038326555,0.04354759678549336
2022-05-08 14:37:05.605710,51415,49549175,174,850837,3454,6227,10555,19226,27854,0.04264983913758343,0.05576884994995518
2022-05-07 14:37:05.605710,50332,32489916,168,745858,3991,3754,10633,12010,30734,0.0494658576799224,0.06108100650189337
2022-05-06 14:37:05.605710,148049,34622679,435,804210,4344,5788,8517,10092,31459,0.017606397847045492,0.04533984267784129
2022-05-05 14:37:05.605710,80293,30558478,371,630195,3136,3559,11720,13930,24299,0.03923810721763112,0.06361050060081669
2022-05-04 14:37:05.605710,147791,38488040,269,1936245,2284,6275,10670,10375,37875,0.015506990623807112,0.049266353715151714
2022-05-03 14:37:05.605710,128117,36030579,458,1771332,2399,5157,8737,18400,31109,0.010121389938503391,0.05885520589778591
2022-05-02 14:37:05.605710,79711,46932566,444,761593,2247,4158,11385,18530,21686,0.040391797631912675,0.0664942017126453
2022-05-01 14:37:05.605710,95224,45237186,377,1098931,4891,3258,10919,15791,36910,0.037347068938538126,0.051359447423155874
2022-04-30 14:37:05.605710,70047,46907269,418,1684642,3729,3536,9139,18484,27457,0.013580416660424253,0.0765221364664089
2022-04-29 14:37:05.605710,145732,40743152,174,812082,3716,5920,8212,19456,39648,0.016083656273905338,0.02575167055570801
2022-04-28 14:37:05.605710,139563,48891525,452,1879405,2285,6134,11873,10399,20667,0.014801258169180133,0.04218366560876757
2022-04-27 14:37:05.605710,66790,37204095,216,1282363,3517,4243,8621,11020,21338,0.013925593086137326,0.06630861212054748
2022-04-26 14:37:05.605710,50494,49996852,248,1247615,4814,4574,10311,17960,20604,0.015755936539471507,0.023767357238546907
2022-04-25 14:37:05.605710,80436,46884262,400,1235889,2139,4365,10834,14739,24383,0.03354888415236633,0.07717088751051297
2022-04-24 14:37:05.605710,100008,45839761,402,1710289,2395,4750,10101,14453,29273,0.016659561035220823,0.07872746038038224
2022-04-23 14:37:05.605710,50235,38602933,315,922611,2343,6495,9864,12144,35985,0.04093262802637208,0.03336677951696849
2022-04-22 14:37:05.605710,147119,44917818,362,1699491,4190,4014,10453,11930,34580,0.010289828126454488,0.053420961618464574
2022-04-21 14:37:05.605710,57747,41862221,290,1901113,4581,5238,8778,17606,23103,0.04636789091985048,0.02568571802092198
2022-04-20 14:37:05.605710,122851,35220044,454,1636063,4873,4363,9360,10656,32621,0.04822447478194123,0.022459915858390595
2022-04-19 14:37:05.605710,125676,38337165,166,1592923,4857,4969,10851,14432,37381,0.044337192832721486,0.026314227010789983
2022-04-18 14:37:05.605710,62208,38339134,301,524236,3722,4544,10785,19449,24915,0.046855578424657554,0.06832608724050046
2022-04-17 14:37:05.605710,109469,30506024,465,583366,4499,3272,11163,17508,30696,0.049732257416557964,0.07566845031413595
2022-04-16 14:37:05.605710,121921,48016365,196,1140929,2866,3432,9029,15871,26931,0.04131172762094038,0.05879069166297443
2022-04-15 14:37:05.605710,105485,48484227,394,895941,3575,6742,10182,15495,38876,0.03204463677967374,0.0587512543302412
2022-04-14 14:37:05.605710,81924,41782978,268,1038807,2831,4243,9406,10618,37286,0.02094612137361844,0.061894872546279886
2022-04-13 14:37:05.605710,124848,47498491,412,688634,4854,3412,10743,17959,33614,0.048678546520115606,0.061075538698041706
2022-04-12 14:37:05.605710,138312,43001080,298,1073810,3739,5063,8770,11425,21816,0.012536655518562574,0.02438976914397632
2022-04-11 14:37:05.605710,137199,48282252,425,956352,4592,4134,11101,13308,27166,0.022249359330256506,0.03388274460731137
2022-04-10 14:37:05.605710,119264,41721124,310,1941207,3207,4637,8792,11790,37946,0.02232045585550046,0.03537668752305524
2022-04-09 14:37:05.605710,146257,33241572,297,514249,3785,6470,9660,16470,32591,0.011912510642493665,0.06538426609788928
2022-04-08 14:37:05.605710,121858,47699258,316,909396,4890,4331,8786,17649,39378,0.025797890455745612,0.07364978705202922
2022-04-07 14:37:05.605710,143691,48907437,358,1789158,4828,5751,10639,13877,20009,0.044738537062043525,0.06125197353705231
2022-04-06 14:37:05.605710,143807,38041446,395,1914203,4205,6488,10681,16150,28038,0.04587580285697358,0.05618147083302612
2022-04-05 14:37:05.605710,51868,36272600,224,1903708,2437,4339,11051,10313,30508,0.049930564679542745,0.04101358836653857
2022-04-04 14:37:05.605710,92976,36647434,278,1858722,3585,5751,9339,13607,39343,0.03628380984378736,0.037898019278059
2022-04-03 14:37:05.605710,71018,45861532,410,748665,4139,6612,10281,13990,30065,0.04647225099781478,0.06737278520663303
2022-04-02 14:37:05.605710,77202,42815688,128,1336980,4990,4695,11073,18778,37035,0.03237147421870329,0.0729869736680819
2022-04-01 14:37:05.605710,125666,39697605,367,685953,3805,4337,8905,15050,37218,0.023243236091562196,0.04098611935285122
2022-03-31 14:37:05.605710,133940,40446276,341,1817242,4608,3753,10110,19238,30061,0.01637690233531234,0.044609845429513045
2022-03-30 14:37:05.605710,78368,33476812,436,607325,3231,6945,10697,15549,35365,0.04201611803888864,0.020648806562815966
2022-03-29 14:37:05.605710,90688,30808872,186,1152468,4690,4517,9967,12600,31948,0.046636113205139586,0.04447928579345921
2022-03-28 14:37:05.605710,119679,31061075,275,870996,2240,4605,11171,19600,35180,0.03715693549814701,0.06599023689247706
2022-03-27 14:37:05.605710,116889,31336859,494,1539811,4121,4540,11240,17982,38849,0.016873878908843464,0.0748802492019771
2022-03-26 14:37:05.605710,64346,36961191,235,552095,3161,5710,10523,12363,36256,0.029355802046701178,0.0790822888135835
2022-03-25 14:37:05.605710,56540,43023848,378,1124583,3973,5276,8936,13572,23396,0.04152229146213138,0.038496173670976616
